8105,0.0079
8130,0.0106
8155,0.0139
8180,0.0178
8205,0.0222
8230,0.0271
8255,0.0324
8280,0.0382
8305,0.0446
8330,0.0511
8355,0.0564
8380,0.0603
8405,0.0637
8430,0.0667
8455,0.0694
8480,0.0717
8505,0.0736
8530,0.0752
8555,0.0765
8580,0.0775
8605,0.0782
8630,0.0786
8655,0.0787
8680,0.0785
8705,0.078
8730,0.0772
8755,0.0763
8780,0.0751
8805,0.0738
8830,0.0723
8855,0.0708
8880,0.0693
8905,0.0674
8930,0.0632
8955,0.0581
8980,0.0543
9005,0.0526
9030,0.0523
9055,0.0522
9080,0.0512
9105,0.0496
9130,0.0481
9155,0.0473
9180,0.0476
9205,0.0482
9230,0.0476
9255,0.0447
9280,0.0391
9305,0.0329
9330,0.0283
9355,0.0264
9380,0.0271
9405,0.0283
9430,0.0275
9455,0.0254
9480,0.0252
9505,0.0256
9530,0.0246
9555,0.0244
9580,0.0252
9605,0.0258
9630,0.0265
9655,0.0274
9680,0.0279
9705,0.0271
9730,0.0252
9755,0.0236
9780,0.0227
9805,0.0222
9830,0.0216
9855,0.0208
9880,0.0196
9905,0.0183
9930,0.0171
9955,0.016
9980,0.0149
10005,0.0138
10030,0.0128
10055,0.0118
10080,0.0108
